text_clean,text_preprocessed
hardiknas ingatkan tiga tahun pandemi ubah pendidikan surabaya jadi serba digital,"['hardiknas', 'ingat', 'pandemi', 'ubah', 'didik', 'surabaya', 'serba', 'digital']"
mau ngomel bentar sejak kapan surabaya banjarmasin transit jakarta dulu sebelum pandemi bisa langsung kok setelah pandemi makin ngadi nih rute maskapai yakalo terjangkau sih gpp kelas ekonomi aja uda setengah gaji umr gilak 😒,"['ngomel', 'bentar', 'surabaya', 'banjarmasin', 'transit', 'jakarta', 'pandemi', 'langsung', 'pandemi', 'ngadi', 'nih', 'rute', 'maskapai', 'yakalo', 'jangkau', 'sih', 'gpp', 'kelas', 'ekonomi', 'aja', 'uda', 'gaji', 'umr', 'gilak', '']"
jgn pesimis hanya dgn melihat data bu vero apalagi jk anda tdk tinggal di surabaya dibandingkan dgn walikota daerah lain yg kerjanya  tapi korupsi digiatkan apalagi walikota surabaya menjabat saat pandemi covid saya sbg warga surabaya sangat² terbantu dgn kinerja beliau,"['jgn', 'pesimis', 'dgn', 'data', 'bu', 'vero', 'jk', 'tdk', 'tinggal', 'surabaya', 'banding', 'dgn', 'walikota', 'daerah', 'yg', 'kerja', 'korupsi', 'giat', 'walikota', 'surabaya', 'jabat', 'pandemi', 'covid', 'sbg', 'warga', 'surabaya', 'sangat', 'bantu', 'dgn', 'kerja', 'beliau']"
hampir seminggu lebaran berlalu alhandulillah tahun ini bisa berlebaran bersama keluarga di surabaya setelah x lebaran berturut enggak mudik karena pandemi covid,"['minggu', 'lebaran', 'alhandulillah', 'lebaran', 'keluarga', 'surabaya', 'x', 'lebaran', 'mudik', 'pandemi', 'covid']"
rantauprapat  yo tuban kayanya dua tahun juga banjarnegara  tahun lagi solo  tahun madiun  tahun malang  sd sampe smp jakarta sma  malang lagi kuliah jakartasurabaya kuliah tapi pandemi sekarang malangsurabaya suka suka 👍🏻,"['rantauprapat', 'yo', 'tuban', 'kaya', 'banjarnegara', 'solo', 'madiun', 'malang', 'sd', 'sampe', 'smp', 'jakarta', 'sma', 'malang', 'kuliah', 'jakartasurabaya', 'kuliah', 'pandemi', 'malangsurabaya', 'suka', 'suka', '']"
inilah knp gue cinta ama produk lokal tiap mudik ke surabaya gue selalu nyempetin ke tanggulangin cuma buat beli tas kulit sapi asli gue punya tas dari jaman sma msh awet sayang gara pandemi jd terdampak pilihannya gak sebanyak dulu tapi kualitas jgn ditanya bagus pol 👍,"['knp', 'gue', 'cinta', 'ama', 'produk', 'lokal', 'mudik', 'surabaya', 'gue', 'nyempetin', 'tanggulangin', 'beli', 'tas', 'kulit', 'sapi', 'asli', 'gue', 'tas', 'jaman', 'sma', 'msh', 'awet', 'sayang', 'gara', 'pandemi', 'jd', 'dampak', 'pilih', 'gak', 'kualitas', 'jgn', 'bagus', 'pol', '']"
setelah beberapa waktu kunjungan tatap muka tidak digelar dikarenakan pandemi covid rutan surabaya akan menggelar layanan tatap muka khusus hari raya idul fitri  selama  hari yakni tanggal  april  amp   april,"['kunjung', 'tatap', 'muka', 'gelar', 'pandemi', 'covid', 'rutan', 'surabaya', 'gelar', 'layan', 'tatap', 'muka', 'khusus', 'raya', 'idul', 'fitri', 'tanggal', 'april', 'amp', 'april']"
menengok tiga prioritas pendidikan di jawa timur pascapandemi covid  surabaya   sektor pendidikan di jawa timur pasca pandemi covid diklaim telah…     via,"['tengok', 'prioritas', 'didik', 'jawa', 'timur', 'pascapandemi', 'covid', 'surabaya', 'sektor', 'didik', 'jawa', 'timur', 'pasca', 'pandemi', 'covid', 'klaim', 'telah', 'via']"
pendapatan turun drastis selama pandemi mujiono berharap gerobak perindo mendongkrak perekonomian keluarganya  seharihari mujiono berjualan nasi goreng di putat jaya kota surabaya dengan gerobak usang yang sudah rusak di beberapa bagian,"['dapat', 'turun', 'drastis', 'pandemi', 'mujiono', 'harap', 'gerobak', 'perindo', 'dongkrak', 'ekonomi', 'keluarga', 'seharihari', 'mujiono', 'jual', 'nasi', 'goreng', 'putat', 'jaya', 'kota', 'surabaya', 'gerobak', 'usang', 'rusak']"
bukan wakakaka ada dulu namanya kimchigo dan itu dia keknya cmn buka di mall trs kayaknya itu cabang yg pusatnya di surabaya dulu ada di jogja city mall tp skrg udah tutup kayaknya sejak pandemi,"['wakakaka', 'nama', 'kimchigo', 'kek', 'cmn', 'buka', 'mall', 'trs', 'kayak', 'cabang', 'yg', 'pusat', 'surabaya', 'jogja', 'city', 'mall', 'tp', 'skrg', 'udah', 'tutup', 'kayak', 'pandemi']"
gw gatau masa after pandemi yg udah zoom dll dulu yg namanya interview itu tatap muka jadi kalo gw seleksi di surabaya misalnya maka seluruh proses lanjutan di surabaya kalo tetiba user ga di sby minta ke bali gitu ya kira diinfo jadwal sama dikasih akomodasi sbybali,"['gw', 'gatau', 'after', 'pandemi', 'yg', 'udah', 'zoom', 'dll', 'yg', 'nama', 'interview', 'tatap', 'muka', 'kalo', 'gw', 'seleksi', 'surabaya', 'proses', 'lanjut', 'surabaya', 'kalo', 'tetiba', 'user', 'ga', 'sby', 'bal', 'gitu', 'ya', 'info', 'jadwal', 'kasih', 'akomodasi', 'sbybali']"
gereja bethany nginden surabaya dipadati puluhan ribu jemaat untuk melaksanakan prosesi peringatan jumat agung yang kembali digelar terbuka secara tatap muka seiring meredanya pandemi covid jumat,"['gereja', 'bethany', 'nginden', 'surabaya', 'padat', 'puluh', 'ribu', 'jemaat', 'laksana', 'prosesi', 'ingat', 'jumat', 'agung', 'gelar', 'buka', 'tatap', 'muka', 'iring', 'reda', 'pandemi', 'covid', 'jumat']"
gausah denial palalo gw angkatan  dan gampang bgt nyari internship di sby emang agak susah setelah pandemi but surabaya udah sebesar itu masih banyak banget yang bisa di explore,"['gausah', 'denial', 'palalo', 'gw', 'angkat', 'gampang', 'bgt', 'nyari', 'internship', 'sby', 'emang', 'susah', 'pandemi', 'but', 'surabaya', 'udah', 'banget', 'explore']"
optimisme grup astra surabaya di tengah pulihnya perekonomian pasca pandemi,"['optimisme', 'grup', 'astra', 'surabaya', 'pulih', 'ekonomi', 'pasca', 'pandemi']"
arus mudik dan balik angkutan lebaran di pelabuhan tanjung perak surabaya diprediksi meningkat kenaikan ini disebabkan penambahan masa libur dan cuti bersama idulfitri serta sudah tidak adanya aturan terkait syarat perjalanan di masa pandemi covid,"['arus', 'mudik', 'angkut', 'lebaran', 'labuh', 'tanjung', 'perak', 'surabaya', 'prediksi', 'tingkat', 'naik', 'sebab', 'tambah', 'libur', 'cuti', 'idulfitri', 'atur', 'kait', 'syarat', 'jalan', 'pandemi', 'covid']"
karenanya para tenaga pendidik keagamaan diminta melakukan pendekatan kepada anakanak  sebab pemkot surabaya tengah fokus memperkuat ketahanan keluarga hal ini dilakukan untuk menjaga kesehatan mental anak setelah kegiatan pembelajaran daring pasca pandemi covid lalu,"['tenaga', 'didik', 'agama', 'dekat', 'anakanak', 'pemkot', 'surabaya', 'fokus', 'kuat', 'tahan', 'keluarga', 'jaga', 'sehat', 'mental', 'anak', 'giat', 'ajar', 'daring', 'pasca', 'pandemi', 'covid']"
di surabaya pun waktu pandemi jalan sepiiiiiiiii meskipun masuk jam kerja  karena aku hidup di jalan riwa riwi ngelesi jadi sangat kerasa banget perbedaanya dari yang rame sampe sepiiiiiiii keseringan lewat ambulance sampe yg saat ini rame lagi masyaa allah,"['surabaya', 'pandemi', 'jalan', 'sepiiiiiiiii', 'masuk', 'jam', 'kerja', 'hidup', 'jalan', 'riwa', 'riwi', 'ngelesi', 'rasa', 'banget', 'perbedaanya', 'rame', 'sampe', 'sepiiiiiiii', 'sering', 'ambulance', 'sampe', 'yg', 'rame', 'masyaa', 'allah']"
kangen liputan di surabaya pada bulan ramadan terakhir ke its sebelum pandemi 🤲,"['kangen', 'liput', 'surabaya', 'ramadan', 'its', 'pandemi', '']"
sejak sebelum pandemi saya selalu ingin mengunjungi museum kesehatan surabaya tapi  baru sekarang saya bisa kembali ke indonesia tapi apa yang terjadi museum dengan bangunan bersejarah itu ternyata sudah dibongkar katanya akan didirikan  tower di sana miris sekali,"['pandemi', 'unjung', 'museum', 'sehat', 'surabaya', 'indonesia', 'museum', 'bangun', 'sejarah', 'bongkar', 'diri', 'tower', 'miris']"
jadi ingat pengalaman sendiri ya meski berbeda genre tapi alur ceritanya sama  kejadian sebelum pandemi ada klien mau sewa permainan untuk acara event di surabaya selama  hari harga sewa permainan nya  jt per hari  hari  jt klien nya minta di diskon akhirnya gue diskon,"['alam', 'ya', 'beda', 'genre', 'alur', 'cerita', 'jadi', 'pandemi', 'klien', 'sewa', 'main', 'acara', 'event', 'surabaya', 'harga', 'sewa', 'main', 'nya', 'jt', 'jt', 'klien', 'nya', 'diskon', 'gue', 'diskon']"
wali kota eri paparkan upaya surabaya jaga mental anak pasca pandemi covid di forum unicef,"['wali', 'kota', 'eri', 'papar', 'upaya', 'surabaya', 'jaga', 'mental', 'anak', 'pasca', 'pandemi', 'covid', 'forum', 'unicef']"
presiden jokowi apresiasi penanganan pandemi covid di kota surabaya,"['presiden', 'jokowi', 'apresiasi', 'tangan', 'pandemi', 'covid', 'kota', 'surabaya']"
pt kai daop  surabaya mengantisipasi potensi lonjakan penumpang lebaran  dengan penambahan delapan perjalanan lonjakan penumpang diprediksi terjadi seiring situasi pandemi covid yang mereda dan pencabutan ppkm,"['pt', 'kai', 'daop', 'surabaya', 'antisipasi', 'potensi', 'lonjak', 'tumpang', 'lebaran', 'tambah', 'delapan', 'jalan', 'lonjak', 'tumpang', 'prediksi', 'iring', 'situasi', 'pandemi', 'covid', 'reda', 'cabut', 'ppkm']"
sejak pandemi ini kak tau dari review di twitter amp  review vlogger youtube cuma gak tau semua kapal atau beberapa aja yg aku tau juga sisa km kelud aja yg masih ada pilihan kelasnya ini contoh rute surabaya  makassar kelasnya ditulis ekonomi semua,"['pandemi', 'kak', 'tau', 'review', 'twitter', 'amp', 'review', 'vlogger', 'youtube', 'gak', 'tau', 'kapal', 'aja', 'yg', 'tau', 'sisa', 'km', 'kelud', 'aja', 'yg', 'pilih', 'kelas', 'contoh', 'rute', 'surabaya', 'makassar', 'kelas', 'tulis', 'ekonomi']"
ailovdejeka masih anteng di dapil sumbar  😂  surabaya dg lebih mendesak kondisinya shelter belum dibuka alasan pandemi sementara itu di padang yg penduduknya cuma  juta ini banyak stasiun direvitalisasi jadi skala prioritas kebijakan dejeka ini apa sih,"['ailovdejeka', 'anteng', 'dapil', 'sumbar', '', 'surabaya', 'dg', 'desak', 'kondisi', 'shelter', 'buka', 'alas', 'pandemi', 'padang', 'yg', 'duduk', 'juta', 'stasiun', 'revitalisasi', 'skala', 'prioritas', 'bijak', 'dejeka', 'sih']"
tahun absen karena pandemi tahun ini pawai ogohogoh hadir kembali   menyambut hari suci nyepi umat hindu di surabaya menggelar pawai ogohogoh yang dipusatkan di pura segara kenjeran pada selasa,"['absen', 'pandemi', 'pawai', 'ogohogoh', 'hadir', 'sambut', 'suci', 'nyepi', 'umat', 'hindu', 'surabaya', 'gelar', 'pawai', 'ogohogoh', 'pusat', 'pura', 'segara', 'kenjeran', 'selasa']"
tahun absen karena pandemi tahun ini pawai ogohogoh hadir kembali   menyambut hari suci nyepi umat hindu di surabaya menggelar pawai ogohogoh yang dipusatkan di pura segara kenjeran pada selasa  ratusan warga surabaya nampak antusias dan memadati sepanjang rute,"['absen', 'pandemi', 'pawai', 'ogohogoh', 'hadir', 'sambut', 'suci', 'nyepi', 'umat', 'hindu', 'surabaya', 'gelar', 'pawai', 'ogohogoh', 'pusat', 'pura', 'segara', 'kenjeran', 'selasa', 'ratus', 'warga', 'surabaya', 'nampak', 'antusias', 'padat', 'rute']"
setelah dua tahun diterpa pandemi covid umat hindu akhirnya bisa merayakan nyepi dengan pawai ogohogoh di surabaya,"['terpa', 'pandemi', 'covid', 'umat', 'hindu', 'raya', 'nyepi', 'pawai', 'ogohogoh', 'surabaya']"
kudu masuk kuliah offline pas bgt puasa sebulan mana kampus aing di surabaya jaman jaman pandemi masih belom massive masuk tapi udah boleh oflen sesuai kebijakan fakultas masing masing untung ngga menciut kena matahari puasa puasa 🫠 tapi enaknya kampus sepi wkwk,"['kudu', 'masuk', 'kuliah', 'offline', 'pas', 'bgt', 'puasa', 'bulan', 'kampus', 'aing', 'surabaya', 'jaman', 'jaman', 'pandemi', 'bom', 'massive', 'masuk', 'udah', 'oflen', 'sesuai', 'bijak', 'fakultas', 'untung', 'ngga', 'ciut', 'kena', 'matahari', 'puasa', 'puasa', '', 'enak', 'kampus', 'sepi', 'wkwk']"
ini kayaknya masih lebih murah ya dari pada bus patas jurusan tapal kuda surabaya  jember normal rb padahal sebelum pandemi cuma  kalau ada hari besar nasional harganya bisa naik lagi 😭,"['kayak', 'murah', 'ya', 'bus', 'patas', 'jurus', 'tapal', 'kuda', 'surabaya', 'jember', 'normal', 'rb', 'pandemi', 'nasional', 'harga', '']"
sesak napas aku liatnya padahal pandemi sdh berlalu pernah maen ke jkt dr gambir ke bekasi jampeace surabaya🙌,"['sesak', 'napas', 'liat', 'pandemi', 'sdh', 'maen', 'jkt', 'dr', 'gambir', 'bekas', 'jampeace', 'surabaya']"
surabaya juga sudah mulai banyak ini asli sehabis pandemi banyak bermunculan,"['surabaya', 'asli', 'habis', 'pandemi', 'muncul']"
rumah umkm rabu  maret  pukul    wib  bersama  qsylviana dk  pemilik vivi lemper vqt tema    “pelaku umkm yang masih eksis di kala pandemi”  yuk simak talkshownya hanya di radio mercury surabaya jangan sampai ketinggalan ya,"['rumah', 'umkm', 'rabu', 'maret', 'wib', 'qsylviana', 'dk', 'milik', 'vivi', 'lemper', 'vqt', 'tema', '', 'laku', 'umkm', 'eks', 'pandemi', '', 'yuk', 'simak', 'talkshownya', 'radio', 'mercury', 'surabaya', 'tinggal', 'ya']"
surat edaran ini hanya berlaku disaat pada masa pandemi  apakah anda punya tv jalan jalan ke market atau lihat pejabat kita apakah menerapkan pada surat edaran ini soal booster ke   dan seterusnya itu hanya akal akalan mereka berbisnis dengan rakyatnya soal vaksin,"['surat', 'edar', 'laku', 'saat', 'pandemi', 'tv', 'jalan', 'jalan', 'market', 'lihat', 'jabat', 'terap', 'surat', 'edar', 'booster', 'akal', 'akal', 'bisnis', 'rakyat', 'vaksin']"
dari gowes bareng saat pandemi icc surabaya genap  tahun  berawal dari kegiatan gowes bareng saat pandemi icc kini menjadi komunitas penggemar sepeda terbesar di surabaya  ikuti…      via,"['gowes', 'bareng', 'pandemi', 'icc', 'surabaya', 'genap', 'giat', 'gowes', 'bareng', 'pandemi', 'icc', 'komunitas', 'gemar', 'sepeda', 'besar', 'surabaya', 'ikut', 'via']"
mohamat   yg sebelum biawak itu aslinya orang surabaya yg transmigrasi kakeknya dr dulukan wkt itu bapaknya sebelum mati kurleb sebelum pandemi kopid minta pengen lihat kota surabaya di turutin bbrp bulan kemudian mati dehklo ga salah dia masih jd wc  deh kejadiannya,"['mohamat', 'yg', 'biawak', 'asli', 'orang', 'surabaya', 'yg', 'transmigrasi', 'kakek', 'dr', 'dulukan', 'wkt', 'bapak', 'mati', 'kurleb', 'pandemi', 'kopid', 'ken', 'lihat', 'kota', 'surabaya', 'turutin', 'bbrp', 'mati', 'dehklo', 'ga', 'salah', 'jd', 'wc', 'deh', 'jadi']"
lupeusanh tuh dari  udah mulai dagangg dagang cetak foto polaroid sampe lulus sma terus pindah ke surabaya dagangannya hiatussss ehh ada pandemi jugaa yaudah dehh stopppp jualan  ngrintis lagi ngrintis lagi pelan pelan yah  cust adaaa aman terus sekarang mulai lagi🫶,"['lupeusanh', 'tuh', 'udah', 'dagangg', 'dagang', 'cetak', 'foto', 'polaroid', 'sampe', 'lulus', 'sma', 'pindah', 'surabaya', 'dagang', 'hiatussss', 'ehh', 'pandemi', 'jugaa', 'yaudah', 'dehh', 'stopppp', 'jual', 'ngrintis', 'ngrintis', 'pelan', 'pelan', 'yah', 'cust', 'adaaa', 'aman', 'lagi']"
tindaklanjuti rakor bersama bpkp jatim susun profil resiko fraud  ketua kpu surabaya sekaligus divisi keuangan umum logistik dan rumah tangga nur syamsi turut menyampaikan kronologi pelaksanaan pemilihan terakhir di masa pandemi  informasi selengkapnya dapat dilihat,"['tindaklanjuti', 'rakor', 'bpkp', 'jatim', 'susun', 'profil', 'resiko', 'fraud', 'ketua', 'kpu', 'surabaya', 'divisi', 'uang', 'logistik', 'rumah', 'tangga', 'nur', 'syamsi', 'kronologi', 'laksana', 'pilih', 'pandemi', 'informasi', 'lengkap']"
iyaa pas sebelum pandemi setau aku semua ujian mandiri offline jadi kalo ikut simak harus ke ui kalo ikut unair ke surabaya ugm ke jogja begituu,"['iyaa', 'pas', 'pandemi', 'tau', 'uji', 'mandiri', 'offline', 'kalo', 'simak', 'ui', 'kalo', 'unair', 'surabaya', 'ugm', 'jogja', 'begituu']"
walikota yang akrab disapa cak eri itu mengungkapkan penghargaan adipura kencana sempat terhenti beberapa tahun lalu akibat pandemi covid walaupun penghargaan itu sempat terhenti warga kota surabaya tetap konsisten menjaga kebersihan lingkungan bersama dari hal tersebutlah,"['walikota', 'akrab', 'sapa', 'cak', 'eri', 'harga', 'adipura', 'kencana', 'henti', 'akibat', 'pandemi', 'covid', 'harga', 'henti', 'warga', 'kota', 'surabaya', 'konsisten', 'jaga', 'bersih', 'lingkung']"
temenku  dapet tiket promo sq surabayatokyo pp cuma  juta untuk keberangkatan   eh pas  pandemi ga bisa kemana mana dan gaada penerbangan sama sekali,"['temenku', 'dapet', 'tiket', 'promo', 'sq', 'surabayatokyo', 'pp', 'juta', 'berangkat', 'eh', 'pas', 'pandemi', 'ga', 'mana', 'gaada', 'terbang']"
halo nder saya dan teman  teman membangun ae kala pandemi sedang ganas dan alhamdulillah survive sampai sekarang dan semoga sampai seterusnya kuncinya kuatin mental dan sabar  yuk yang butuh kurir di area surabaya bisa pakai jasa kurir kirimen,"['halo', 'nder', 'teman', 'teman', 'bangun', 'ae', 'pandemi', 'ganas', 'alhamdulillah', 'survive', 'moga', 'kunci', 'kuatin', 'mental', 'sabar', 'yuk', 'butuh', 'kurir', 'area', 'surabaya', 'pakai', 'jasa', 'kurir', 'kirimen']"
koleksi terkini lenovo dukung produktivitas di era hybrid  hybrid kini tengah jadi tren gaya hidup masyarakat tren ini muncul saat pandemi covid melanda dan semakin digemari akibat…      via,"['koleksi', 'kini', 'lenovo', 'dukung', 'produktivitas', 'era', 'hybrid', 'hybrid', 'tren', 'gaya', 'hidup', 'masyarakat', 'tren', 'muncul', 'pandemi', 'covid', 'landa', 'gari', 'akibat', 'via']"
jauh sebelum pandemi pernah jalan naik ini ruteku waktu itu ke balai pemudamuseum bitugu pahlawansiola seru sih belajar sambil liat surabaya dari sisi jadul bisa jadi date idea juga🫶🏻 kalo kuliner engga ada waktu itu cuma kalo mau beli ya boleh pas mampur,"['pandemi', 'jalan', 'rute', 'balai', 'pemudamuseum', 'bitugu', 'pahlawansiola', 'seru', 'sih', 'ajar', 'liat', 'surabaya', 'sisi', 'jadul', 'date', 'idea', 'juga', 'kalo', 'kuliner', 'engga', 'kalo', 'beli', 'ya', 'pas', 'mampur']"
kl surabaya ga ruh mas kl semarang aku ada langganan  tapi skg dah tutup sejak pandemi kemarin,"['kl', 'surabaya', 'ga', 'ruh', 'mas', 'kl', 'semarang', 'langgan', 'skg', 'dah', 'tutup', 'pandemi', 'kemarin']"
sama aja kaya pas jaman pandemi sujud di rs soetomo surabaya katanya berharap soetomo nolak bantuan mana ada rs nolak bantuan kalau jelas 🗿🗿 kalau orang mungkin sujud adalah bentuk mangilering belio 🗿,"['aja', 'kaya', 'pas', 'jaman', 'pandemi', 'sujud', 'rs', 'soetomo', 'surabaya', 'harap', 'soetomo', 'nolak', 'bantu', 'rs', 'nolak', 'bantu', '', 'orang', 'sujud', 'bentuk', 'mangilering', 'belio', '']"
jauh sebelom pandemi waktu ka komuter surabayaporong lagi rame ramenya sempet ada wacana ini unit krd mcw sempet ditest ke arah malang hasilnya  trase bangillawang sama singosaribelimbing kereta bolak balik selip akhirnya gajadi,"['bom', 'pandemi', 'ka', 'komuter', 'surabayaporong', 'rame', 'ramenya', 'sempet', 'wacana', 'unit', 'krd', 'mcw', 'sempet', 'ditest', 'arah', 'malang', 'hasil', 'trase', 'bangillawang', 'singosaribelimbing', 'kereta', 'bolak', 'selip', 'gajadi']"
dulu surabaya semenjak pandemi sampe sekarang udah hampir ngga pernah nobar,"['surabaya', 'semenjak', 'pandemi', 'sampe', 'udah', 'ngga', 'nobar']"
jawa indah tp ekonomi tp setau saya jarang jalan sejak pandemi mending ke surabaya trs dr sby ambil jurusan blora  cepu,"['jawa', 'indah', 'tp', 'ekonomi', 'tp', 'tau', 'jarang', 'jalan', 'pandemi', 'mending', 'surabaya', 'trs', 'dr', 'sby', 'ambil', 'jurus', 'blora', 'cepu']"
adik adiknya yanguti goes to surabaya rencana dari sebelum pandemi ampe yanguti akhiry ga ada baru kesampean seru bener 🤣,"['adik', 'adik', 'yanguti', 'goes', 'to', 'surabaya', 'rencana', 'pandemi', 'ampe', 'yanguti', 'akhiry', 'ga', 'sampean', 'seru', 'bener', '']"
industri textile di surabaya kembali bergeliat penjualan kain meningkat  persen pasca pandemi  surabaya  – industri textile di surabaya kembali menggeliat…      via,"['industri', 'textile', 'surabaya', 'geliat', 'jual', 'kain', 'tingkat', 'persen', 'pasca', 'pandemi', 'surabaya', '', 'industri', 'textile', 'surabaya', 'geliat', 'via']"
usai pandemi covid atau tepatnya memasuki  industri tekstil di jawa timur khususnya surabaya kembali menggeliat,"['pandemi', 'covid', 'tepat', 'pasuk', 'industri', 'tekstil', 'jawa', 'timur', 'surabaya', 'geliat']"
betul sekali seringkali orang indonesia nonbali terlebih orkay jakartasurabaya ngekritik wna tp dirinya sendiri jg kemarin pas pandemi beli banyak properti dgn harga sangat murah berkat purchasing power yg lebih kuat drpd org lokal plus manfaatin desperation,"['seringkali', 'orang', 'indonesia', 'nonbali', 'orkay', 'jakartasurabaya', 'ngekritik', 'wna', 'tp', 'jg', 'kemarin', 'pas', 'pandemi', 'beli', 'properti', 'dgn', 'harga', 'murah', 'berkat', 'purchasing', 'power', 'yg', 'kuat', 'drpd', 'org', 'lokal', 'plus', 'manfaatin', 'desperation']"
covid merupakan pandemi global dengan manifestasi klinis yang bervariasi dan dipengaruhi oleh banyak faktor data epidemiologi dari pasien covid di surabaya belum banyak dipublikasikan,"['covid', 'pandemi', 'global', 'manifestasi', 'klinis', 'variasi', 'pengaruh', 'faktor', 'data', 'epidemiologi', 'pasien', 'covid', 'surabaya', 'publikasi']"
ppkm dicabut pn surabaya masih gelar sidang online  presiden joko widodo sudah resmi mencabut pemberlakuan pembatasan kegiatan masyarakat ppkm selama pandemi covid  ikuti kami di…     via,"['ppkm', 'cabut', 'pn', 'surabaya', 'gelar', 'sidang', 'online', 'presiden', 'joko', 'widodo', 'resmi', 'cabut', 'laku', 'batas', 'giat', 'masyarakat', 'ppkm', 'pandemi', 'covid', 'ikut', 'di', 'via']"
surabaya  yang doyan nonton konser merapat berikut ini info soal konser di jatim untuk februari tahun ini industri hiburan semakin menggeliat pascaterpuruk selama pandemi covid termasuk konser musik,"['surabaya', 'doyan', 'nonton', 'konser', 'rapat', 'info', 'konser', 'jatim', 'februari', 'industri', 'hibur', 'geliat', 'pascaterpuruk', 'pandemi', 'covid', 'konser', 'musik']"
seiring situasi pandemi covid teratasi mendorong pementasan rutin seni budaya di balai pemuda surabaya dapat digiatkan kembali untuk pembudayaan masyarakat,"['iring', 'situasi', 'pandemi', 'covid', 'atas', 'dorong', 'mentas', 'rutin', 'seni', 'budaya', 'balai', 'pemuda', 'surabaya', 'giat', 'budaya', 'masyarakat']"
kemarin malam saya naik gocar di surabaya supirnya bergelar se dia cerita pernah kerja di bank swasta tapi kena perampingan gegara krisis  lalu dapat kerja di perusahaan jepang tapi kena phk karena pandemi sepertinya banyak yg mengalami hal yg sama,"['kemarin', 'malam', 'gocar', 'surabaya', 'supirnya', 'gelar', 'cerita', 'kerja', 'bank', 'swasta', 'kena', 'ramping', 'gegara', 'krisis', 'kerja', 'usaha', 'jepang', 'kena', 'phk', 'pandemi', 'yg', 'alami', 'yg']"
tahun lalu tiket masih murah kak ya sama pandemi juga dan lockdown juga surabaya jakarta cuma rb an sekarang gila udah  kali lipat 😭,"['tiket', 'murah', 'kak', 'ya', 'pandemi', 'lockdown', 'surabaya', 'jakarta', 'rb', 'an', 'gila', 'udah', 'kali', 'lipat', '']"
musim ini  pemain skuat persebaya surabaya telah mencetak gol di liga   musim   pemain musim   pemain musim   pemain musim   pemain musim   pemain  liga berhenti karena pandemi hingga laga pekan ke  cc,"['musim', 'main', 'skuat', 'baya', 'surabaya', 'cetak', 'gol', 'liga', 'musim', 'main', 'musim', 'main', 'musim', 'main', 'musim', 'main', 'musim', 'main', 'liga', 'henti', 'pandemi', 'laga', 'pekan', 'cc']"
awal² pandemi pernah naek pesawat surabayabanjarmasin pp nginjak kalimantan cuman jam doang nunggu dibandara hbs itu balikserunya adl nya dpt gate paling ujung belum lagi waktu itu msh antri pemeriksaan krn covidsampe malang kerasa banget kaya hbs ikut lomba jalan cepat,"['awal', 'pandemi', 'naek', 'pesawat', 'surabayabanjarmasin', 'pp', 'nginjak', 'kalimantan', 'cuman', 'jam', 'doang', 'nunggu', 'bandara', 'hbs', 'balikserunya', 'adl', 'nya', 'dpt', 'gate', 'ujung', 'msh', 'antri', 'periksa', 'krn', 'covidsampe', 'malang', 'rasa', 'banget', 'kaya', 'hbs', 'lomba', 'jalan', 'cepat']"
hallo sahabat pmi  menurut data yang di informasikan kementerian kesehatan ri bahwa terjadi peningkatan kasus campak di beberapa provinsi  kejadian ini salah satunya disebabkan oleh cakupan imunisasi campak dan rubela yang menurun akibat pandemi covid,"['hallo', 'sahabat', 'pmi', 'data', 'informasi', 'menteri', 'sehat', 'ri', 'tingkat', 'campak', 'provinsi', 'jadi', 'salah', 'satu', 'sebab', 'cakup', 'imunisasi', 'campak', 'rubela', 'turun', 'akibat', 'pandemi', 'covid']"
beruntung pas sheila on  ke surabaya kebagian tiket 🫶🏻 mana duta bilang kalo itu konser pertama setelah pandemi xixiii,"['untung', 'pas', 'sheila', 'on', 'surabaya', 'bagi', 'tiket', '', 'duta', 'bilang', 'kalo', 'konser', 'pandemi', 'xixiii']"
svaha mungkin jalan surabayakalau di jakartadah lama gak hunting sejak pandemi,"['svaha', 'jalan', 'surabayakalau', 'jakartadah', 'gak', 'hunting', 'pandemi']"
ka pasundan pun  thn lalu ke surabaya gubeng masih rb kak stlh pandemi dicabut harga nya jd rb dg kelas ekonomi biasa seat  berhadapan,"['ka', 'pasundan', 'thn', 'surabaya', 'gubeng', 'rb', 'kak', 'stlh', 'pandemi', 'cabut', 'harga', 'nya', 'jd', 'rb', 'dg', 'kelas', 'ekonomi', 'seat', 'hadap']"
jt umk surabaya saat itu tahun  dan semenjak pandemi sekarang malah minus,"['jt', 'umk', 'surabaya', 'semenjak', 'pandemi', 'minus']"
warga surabaya di atas  tahun di luar tenaga kesehatan dan lanjut usia mulai dapat menerima vaksinasi dosis keempat sebagai penguat demi menjaga masa perlindungan atau kekebalan komunitas dalam masa pandemi covid,"['warga', 'surabaya', 'tenaga', 'sehat', 'usia', 'terima', 'vaksinasi', 'dosis', 'empat', 'kuat', 'jaga', 'lindung', 'kebal', 'komunitas', 'pandemi', 'covid']"
